SalaryUSD|Country|PrimaryDatabase|YearsWithThisDatabase|EmploymentStatus|JobTitle|ManageStaff|YearsWithThisTypeOfJob|HowManyCompanies|OtherPeopleOnYourTeam|PopulationOfLargestCityWithin20Miles|EmploymentSector|CareerPlansThisYear|Gender|DatabaseServers|Education|EducationIsComputerRelated|Certifications|HoursWorkedPerWeek|TelecommuteDaysPerWeek
105000|USA|M|12|E|DBA|N|2||2||PB|||13|Bachelors (4 years)|Yes|N|40|zero
115000|USA|M|15|EC|DBA|N|1||0||PB|||1|Associates (2 years)|Yes|YesValid|45|four
95000|USA|M|15|EC|DA|N|20||6||PB|||40|Bachelors (4 years)|Yes|YesExpired|44|five
110000|USA|M|11|E|DT|N|1||6||PB|||40|Masters|Yes|YesValid|50|zero
102000|Uganda|M|15|E|DA|N|15||4||PB|||3|Bachelors (4 years)|Yes|N|40|one
87360|USA|M|10|I|D|N|10||0||PB|||1|Bachelors (4 years)|Yes|N|40|zero
80000|Canada|M|14|E|AN|Y|10||0||PB|||4|Masters|Yes|YesValid|40|zero
100000|USA|M|20|E|DT|N|1||0||PB|||200|Bachelors (4 years)|Yes|YesExpired|50|five
72000|USA|M|6|E|AN|N|2||0||PB|||5|Bachelors (4 years)|No|N|45|four
110000|USA|M|15|E|DBA|N|10||4||PB|||2500|Masters|No|YesExpired|50|five
110000|USA|M|15|E|DBA|N|4||3||PB|||200|Doctorate/PhD|Yes|YesValid|50|five
190000|USA|M|14|I|DA|N|25||0||PB|||100|Bachelors (4 years)|Yes|N|45|five
103000|USA|M|12|E|DBA|N|6||0||PB|||6|Bachelors (4 years)|No|YesValid|50|zero
84000|USA|M|3|E|DBA|N|3||2||PB|||75|Bachelors (4 years)|Yes|YesValid|40|zero
77850|USA|M|5|E|A|N|2||0||LG|||2|Bachelors (4 years)|Yes|YesValid|40|zero
87491|USA|M|6|E|DBA|N|2||1||LG|||16|Masters|Yes|YesExpired|38|one
40100|Germany|M|6|E|DT|Y|6||1||PB|||100|Bachelors (4 years)|Yes|N|42|zero
35000|USA|M|2|E|DBA|N|2||1||PB|||110|Associates (2 years)|Yes|N|40|zero
92000|USA|M|15|E|DBA|N|1||1||PB|||28|None (no degree completed)||N|40|zero
86000|UK|M|6|E|DBA|Y|0||0||PB|||70|None (no degree completed)||YesValid|35|zero
95000|USA|M|13|E|DT|N|9||6||PB|||3|Bachelors (4 years)|Yes|YesExpired|40|two
70000|USA|M|5|EC|DBA|N|4||6||PB|||50000|Bachelors (4 years)|Yes|N|45|one
115000|USA|M|23|E|DBA|N|2||1||PB|||32|Bachelors (4 years)|Yes|N|50|one
93000|USA|M|23|E|DA|N|1||5||PB|||10|Bachelors (4 years)|Yes|YesValid|40|five
56140|Netherlands|M|17|EC|DBA|N|2||2||PB|||80|Masters|No|YesValid|40|two
102500|USA|M|8|E|DA|N|8||2||PB|||2|Bachelors (4 years)|Yes|N|42|one
81000|USA|M|18|E|DBA|N|15||0||PB|||7|Bachelors (4 years)|No|YesExpired|40|two
60000|USA|M|15|E|DBA|N|5||0||LG|||15|Associates (2 years)|No|YesExpired|40|zero
83000|USA|M|6|E|D|N|2||1||PB|||7|Associates (2 years)|No|YesExpired|40|zero
90000|USA|M|8|E|DT|N|5||0||PB|||2|Bachelors (4 years)|Yes|YesExpired|45|zero
70000|USA|M|12|E|DT|N|6||0||PB|||3|Bachelors (4 years)|Yes|N|45|zero
109000|USA|O|15|E|DBA|N|10||2||LG|||20|Masters|Yes|N|40|zero
125000|USA|M|8|E|DBA|N|8||1||PB|||30|None (no degree completed)||N|40|one
99000|USA|M|6|E|DBA|N|0||0||PB|||16|Bachelors (4 years)|Yes|N|45|one
145493|USA|M|14|E|DS|N|14||3||FG|||8|Doctorate/PhD|No|N|48|zero
123847|USA|M|10|E|DBA|Y|10||1||PB|||24|None (no degree completed)||YesValid|40|zero
42500|USA|M|4|E|D|N|4||0||PB|||1|Bachelors (4 years)|Yes|N|40|zero
90000|Ireland|M|15|E|A|Y|3||3||SG|||5|Masters|Yes|YesValid|45|zero
16000|Slovenia|M|2|E|DBA|N|2||1||PB|||50|None (no degree completed)|No|YesValid|50|zero
100000|USA|M|20|E|D|N|20||2||PB|||25|Bachelors (4 years)|Yes|YesExpired|45|zero
82000|USA|M|10|E|DBA|N|10||1||SG|||5|Bachelors (4 years)|No|N|40|zero
150000|Canada|M|15|E|DBA|Y|20||2||PB|||20|None (no degree completed)||YesExpired|50|five
137500|USA|M|14|E|DBA|N|5||0||PB|||150|Bachelors (4 years)|No|YesExpired|50|zero
124000|USA|M|15|E|E|N|15||0||PB|||1|Associates (2 years)|Yes|YesExpired|40|zero
120000|USA|M|26|E|DBA|N|19||2||SG|||50|Masters|Yes|YesExpired|40|one
126000|Australia|M|15|E|DBA|N|17||6||PB|||1200|Bachelors (4 years)||YesExpired|43|one
86000|USA|M|4|E|DBA|N|4||1||PB|||60|Bachelors (4 years)|Yes|N|45|one
127000|USA|M|21|E|DBA|N|1||6||PB|||2500|Bachelors (4 years)|Yes|YesExpired|45|one
63500|USA|M|5|E|DA|N|6||2||PB|||10|Bachelors (4 years)|Yes|N|40|zero
115000|USA|M|10|E|DBA|N|8||1||PB|||75|Bachelors (4 years)|Yes|YesExpired|45|zero
70000|UK|M|4|E|DBA|N|4||4||PB|||600|Bachelors (4 years)|Yes|YesExpired|40|one
95000|USA|M|4|E|DA|N|20||0||PB|||6|Bachelors (4 years)|Yes|N|40|zero
115000|USA|M|4|E|E|N|7||0||PB|||50|Masters|No|YesValid|40|zero
110000|USA|M|11|EC|DT|N|3||1||FG|||8|None (no degree completed)||N|40|one
85000|USA|M|8|E|E|N|3||0||PB|||50|Masters|No|YesExpired|45|five
115600|USA|M|10|E|DBA|Y|2||1||PB|||150|Bachelors (4 years)|Yes|N|50|three
92000|USA|M|15|E|DBA|N|5||1||PB|||250|Associates (2 years)||YesExpired|50|one
65000|USA|M|25|E||N|20||0||PB|||14|None (no degree completed)||N|40|zero
95000|USA|M|15|E|DBA|N|4||2||PB|||140|Associates (2 years)|Yes|YesValid|40|zero
64000|Canada|M|10|E|DBA|N|12||1||PB|||120|Associates (2 years)|Yes|N|38|zero
84000|USA|M|2|E|E|N|31||0||PB|||3|Bachelors (4 years)|No|N|50|zero
84000|Israel|M|5|E|DBA|N|5||4||PB|||10|Bachelors (4 years)|Yes|N|47|zero
70000|USA|M|3|E|AN|Y|2||0||PB|||5|Masters|No|N|38|zero
76800|USA|M|4|E|DBA|N|4||3||PB|||50|Associates (2 years)|Yes|N|50|zero
100000|USA|M|16|EC|DBA|N|1||6||PB|||100|Masters|No|N|40|five
78000|USA|M|10|E|E|N|8||4||PB|||500|None (no degree completed)||N|46|one
90000|USA|M|4|E|DBA|N|4||3||PB|||2500|None (no degree completed)|No|YesValid|40|zero
134400|USA|M|12|E|A|Y|2||0||FG|||15|Bachelors (4 years)|No|YesExpired|40|one
36000|USA|M|3|I|DA|N|3||1||PB|||7|Bachelors (4 years)|Yes|N|24|zero
272000|USA|M|19|I|A|Y|13||3||PB|||14|Masters|No|N|48|three
130000|USA|M|6|E|DT|N|6||1||PB|||15|Bachelors (4 years)|No|N|40|zero
95000|Canada|M|10|E|A|N|1||1||PB|||120|Associates (2 years)|Yes|YesExpired|40|three
125000|USA|M|15|E|DT|N|15||6||PB|||25|Masters|No|YesExpired|30|zero
76650|Netherlands|DB2|31|I|DBA|Y|37||0||PB|||15|Bachelors (4 years)|Yes|YesExpired|36|four
121000|USA|M|10|E|DT|Y|4||0||PB|||10|Bachelors (4 years)|Yes|N|50|one
100000|USA|M|11|E|DBA|N|1||0||PB|||48|Associates (2 years)|Yes|YesValid|40|zero
60000|Sweden|M|17|E|DBA|N|17||0||PB|||10|Masters|Yes|YesExpired|40|zero
90756|Canada|M|19|E|DBA|N|10||6||PB|||430|Bachelors (4 years)|Yes|N|45|one
103000|USA|M|15|E|DBA|N|1||0||PB|||4|None (no degree completed)||N|40|two
40000|Bulgaria|M|10|E|DBA|N|10||6||PB|||10000|Masters|Yes|YesValid|48|zero
20000|Russia|M|4|E|E|N|1||4||FG|||100|Masters|Yes|YesValid|40|zero
118400|USA|M|17|E|DBA|N|5||1||PB|||12|None (no degree completed)||N|42|two
47000|UK|M|7|E|DBA|N|7||2||LG|||40|Masters|Yes|YesValid|38|zero
95000|USA|M|8|EC|DT|N|1||1||PB|||4|Masters|Yes|YesValid|40|zero
225000|USA|M|10|I|DS|Y|5||3||PB|||3|Masters|Yes|YesExpired|40|zero
57000|Canada|M|1|E|DBA|N|1||0||PB|||30|None (no degree completed)|Yes|N|35|zero
75000|USA|M|15|E|DBA|N|2||2||LG|||60|Masters|Yes|YesExpired|40|zero
100000|USA|M|25|E|DBA|N|20||2||PB|||200|Associates (2 years)|Yes|N|40|one
80000|USA|M|5|E|AN|N|3||1||PB|||1|None (no degree completed)||N|40|zero
60000|UK|M|16|E|D|Y|10||0||PB|||5|None (no degree completed)||N|40|three
150000|USA|M|18|E|A|Y|7||6||PB|||70|Bachelors (4 years)|No|YesExpired|60|five
135000|USA|M|12|E|DBA|Y|8||0||PB|||120|Bachelors (4 years)|No|YesExpired|45|zero
100000|USA|M|16|E|AN|N|13||0||PB|||10|Associates (2 years)|No|N|40|zero
110000|USA|M|8|E|A|N|5||1||PB|||120|Masters|Yes|YesExpired|40|three
97000|USA|M|10|E|DBA|N|2||0||PB|||20|Bachelors (4 years)|Yes|YesExpired|40|five
105000|USA|M|16|E|DBA|Y|6||0||LG|||52|Bachelors (4 years)|Yes|N|40|zero
137000|USA|M|20|E|DA|N|5||0||PB|||40|Masters|Yes|YesValid|40|zero
79509|UK|M|12|E|A|Y|12||0||PB|||200|Bachelors (4 years)|Yes|N|45|zero
62391|Canada|M|10|E|DBA|N|6||2||SG|||160|Associates (2 years)|Yes|YesValid|36|zero
137000|USA|M|20|E|DBA|N|20||6||PB|||1000|Bachelors (4 years)|Yes|N|40|one
70000|USA|M|4|E|DBA|N|1||1||PB|||14|None (no degree completed)||N|45|two
69000|USA|M|9|E|DBA|N|9||1||LG|||29|Bachelors (4 years)|Yes|N|40|zero
127000|USA|M|21|E|DT|N|5||0||PB|||10|Bachelors (4 years)|No|N|45|one
49260|USA|M|5|EC|DT|N|1||3||PB|||4|Bachelors (4 years)|Yes|N|45|five
25000|Brazil|M|3|E|DBA|N|3||2||PB|||25|Bachelors (4 years)|Yes|YesValid|60|zero
120000|USA|M|15|E|DBA|Y|4||1||PB|||40|None (no degree completed)||YesValid|40|one
3900|India|MS|2|E|DBA|N|2||2||PB|||30|Bachelors (4 years)|Yes|N|45|zero
49000|UK|M|5|EC|D|N|1||6||PB|||5|None (no degree completed)||N|37|zero
106400|USA|M|17|E|DBA|Y|14||4||PB|||400|None (no degree completed)||YesValid|45|zero
106000|USA|M|17|E|DBA|N|10||2||LG|||35|Bachelors (4 years)|No|YesExpired|43|zero
96000|USA|M|21|E|DBA|Y|12||1||PB|||300|Associates (2 years)||YesExpired|45|zero
134000|USA|M|32|E|A|Y|2||0||PB|||20|Associates (2 years)|Yes|N|65|zero
100000|USA|M|10|E|D|N|6||1||PB|||20|Masters|Yes|N|45|zero
43000|South-Africa|M|20|E|DBA|N|20||0||PB|||20|Associates (2 years)|Yes|YesValid|40|zero
140000|USA|M|12|E|DBA|Y|1||6||PB|||1500|Associates (2 years)||YesExpired|45|one
70000|UK|M|15|E|A|Y|3||0||PB|||150|Bachelors (4 years)|Yes|YesExpired|40|zero
110000|USA|M|8|E|DBA|N|6||0||PB|||15|None (no degree completed)||YesValid|40|zero
56000|South-Africa|M|11|E|DBA|Y|11||3||PB|||150|None (no degree completed)||YesValid|40|zero
110000|USA|M|18|E|DBA|N|4||0||PB|||50|Bachelors (4 years)|No|YesExpired|45|zero
115000|USA|M|10|E|DBA|N|10||3||SG|||30|Bachelors (4 years)|Yes|YesValid|40|one
30000|Brazil|M|7|E|DBA|N|4||0||PB|||6|Bachelors (4 years)|Yes|YesValid|8|zero
71500|Canada|M|12|E|AN|N|5||5||SG|||125|Associates (2 years)|Yes|YesExpired|36|zero
66500|USA|M|11|E|DBA|N|2||0||PB|||5|None (no degree completed)||YesExpired|40|zero
106000|USA|M|15|EC|DBA|N|3||0||SG|||5|Bachelors (4 years)|No|N|47|zero
120000|USA|M|15|E|A|N|2||2||PB|||100|Bachelors (4 years)|Yes|N|40|five
80000|USA|M|10|E|DA|N|3||3||SG|||4|Bachelors (4 years)|Yes|N|40|zero
122000|USA|M|13|E|DBA|N|10||0||PB|||55|Bachelors (4 years)|Yes|YesValid|40|zero
73000|USA|M|5|E|E|N|5||6||PB|||100|Bachelors (4 years)|Yes|YesExpired|40|one
125250|USA|M|9|E|AN|N|6||0||LG|||4|Masters|No|N|40|zero
70000|USA|M|15|E|DBA|N|15||2||SG|||35|Bachelors (4 years)|No|N|45|zero
148000|USA|MS|6|E|DBA|N|16||1||PB|||50|Masters|Yes|YesExpired|45|one
89000|USA|M|5|E|DBA|N|3||4||PB|||250|Associates (2 years)|Yes|N|40|five
130750|USA|M|10|E|A|N|1||0||FG|||20|Bachelors (4 years)|Yes|YesExpired|40|zero
91000|USA|M|15|E|DBA|N|2||0||PB|||10|Bachelors (4 years)|Yes|YesExpired|38|zero
112000|USA|M|20|E|DBA|N|20||1||PB|||100|Bachelors (4 years)|No|YesExpired|45|zero
130000|USA|M|20|EC|DA|N|20||2||PB|||10|Doctorate/PhD|No|YesValid|40|two
101000|USA|M|16|E|DBA|N|16||1||PB|||110|Bachelors (4 years)|No|N|37|two
48000|USA|MA|2|E|DA|N|2||0||PB|||2|None (no degree completed)||YesExpired|45|zero
108500|USA|M|17|E|DBA|N|5||0||PB|||5|Masters|No|YesValid|45|zero
90000|Norway|M|2|EC|DBA|N|2||0||PB|||46|Bachelors (4 years)|No|YesValid|40|five
95000|USA|M|11|E|DT|N|17||2||PB|||5|Associates (2 years)||N|45|zero
84000|USA|P|3|E|DBA|N|3||4||LG|||50|Bachelors (4 years)|No|YesExpired|45|zero
83000|USA|M|10|E|DBA|N|4||1||LG|||30|None (no degree completed)||N|35|zero
64750|USA|M|15|E|DA|N|7||0||PB|||13|Bachelors (4 years)|Yes|N|40|zero
102000|USA|M|9|E|DBA|N|5||1||PB|||1000|None (no degree completed)||N|40|three
127500|USA|M|27|E|DBA|Y|10||0||PB|||17|None (no degree completed)||N|50|zero
245000|USA|M|17|I|E|N|17||0||PB|||15|None (no degree completed)||YesValid|50|five
123000|USA|M|10|E|DBA|N|2||0||PB|||15|Bachelors (4 years)|No|YesValid|40|zero
160000|USA|M|1|E|A|Y|5||1||PB|||10|None (no degree completed)||N|50|zero
110000|USA|M|6|EC|DA|Y|2||4||PB|||20|Bachelors (4 years)|Yes|YesValid|45|zero
93000|USA|M|16|E|DBA|N|16||6||PB|||800|None (no degree completed)||N|44|one
112000|USA|M|18|EC|DBA|Y|8||3||PB|||100|Associates (2 years)|Yes|YesValid|40|five
40000|Turkey|M|10|E|DBA|Y|5||1||PB|||40|Bachelors (4 years)|Yes|N|40|zero
30000|Romania|M|12|E|A|N|3||0||PB|||300|Bachelors (4 years)|Yes|N|40|zero
68310|UK|M|13|E|D|N|1||6||PB|||1|Bachelors (4 years)|No|YesExpired|38|zero
117000|USA|M|12|E|E|N|2||1||PB|||10|None (no degree completed)||N|41|one
87000|USA|M|16|E|E|N|12||0||PB|||4|Bachelors (4 years)|Yes|YesExpired|40|zero
97325|USA|M|17|E||N|13||3||LG|||6|Masters|No|YesExpired|40|zero
6700|Sweden|M|10|E|DBA|N|10||4||PB|||30|Bachelors (4 years)|Yes|N|40|one
85000|USA|M|5|E|DT|N|1||1||PB|||75|Bachelors (4 years)|Yes|YesValid|50|zero
133000|USA|O|25|E|A|N|4||3||PB|||10|Masters|No|YesExpired|45|zero
110000|USA|M|14|E|DBA|N|9||2||PB|||12|Bachelors (4 years)|Yes|N|45|zero
108000|USA|M|12|E|D|N|12||0||PB|||2|Masters|Yes|N|40|two
114700|USA|M|11|E|DBA|N|11||0||PB|||35|Associates (2 years)|No|YesExpired|65|two
100000|Canada|M|10|E|M|Y|3||0||PB|||8|Associates (2 years)|Yes|N|65|one
110000|USA|M|8|E|DBA|N|8||2||PB|||80|Bachelors (4 years)|Yes|YesValid|45|five
130000|USA|M|16|E|DBA|Y|8||0||PB|||11|Masters|Yes|YesExpired|55|zero
65000|Canada|M|15|E|DBA|Y|10||1||SG|||6|Associates (2 years)|No|YesValid|35|three
112500|USA|M|11|E|DBA|N|11||1||FG|||50|Bachelors (4 years)|Yes|N|40|five
139000|USA|M|16|E|DBA|Y|4||1||PB|||35|Bachelors (4 years)|No|YesValid|45|one
147500|USA|M|20|E|DBA|N|8||4||PB|||150|Associates (2 years)|Yes|YesValid|40|one
100000|USA|M|14|E|DBA|N|20||0||PB|||30|Bachelors (4 years)|Yes|N|42|zero
95000|USA|M|8|E|DBA|N|2||0||PB|||3|Bachelors (4 years)|Yes|N|42|zero
94500|USA|M|15|E|DBA|N|5||1||PB|||25|Bachelors (4 years)|Yes|YesExpired|45|zero
130000|USA|M|15|E|DBA|N|10||2||PB|||100|Masters|Yes|YesExpired|50|one
47500|USA|M|5|E|DT|N|5||1||PB|||3|Bachelors (4 years)|Yes|N|50|one
90000|USA|M|9|E|DBA|N|7||3||PB|||150|Bachelors (4 years)|Yes|N|45|two
135000|USA|M|25|E|DBA|Y|10||0||PB|||21|None (no degree completed)||YesExpired|35|five
36000|Netherlands|M|8|E|DBA|N|8||0||PB|||8|None (no degree completed)||YesExpired|40|zero
90000|USA|M|20|E|DT|N|20||2||PB|||5|None (no degree completed)||N|40|zero
40000|Lithuania|M|12|E|DBA|N|2||3||PB|||150|Masters|Yes|YesExpired|40|four
125000|USA|M|18|E|DBA|N|2||1||PB|||60|Bachelors (4 years)|No|YesExpired|38|zero
107000|USA|M|10|E|A|N|2||0||PB|||5|Bachelors (4 years)|No|N|45|zero
115000|USA|M|11|E|DBA|Y|10||0||FG|||300|Bachelors (4 years)|Yes|YesExpired|45|one
35000|UK|M|5|E|DA|N|1||1||PB|||2|Masters|No|N|35|zero
89000|USA|M|3|E|D|N|3||2||LG|||5|Bachelors (4 years)|Yes|N|40|zero
78852|USA|M|20|E|DBA|N|3||0||PB|||45|Bachelors (4 years)|Yes|N|40|one
110000|USA|M|8|E|DBA|N|5||2||PB|||57|Bachelors (4 years)|No|N|42|zero
76000|USA|M|12|E|D|N|4||3||PB|||8|None (no degree completed)||YesExpired|42|zero
125000|USA|O|20|I|DBA|Y|10||0||PB|||35|Bachelors (4 years)|No|YesValid|40|five
135900|Canada|M|15|I|A|N|20||0||SG|||12|Associates (2 years)|Yes|N|40|one
114000|USA|M|15|E|DBA|Y|10||4||LG|||50|Associates (2 years)|No|N|50|zero
42000|Poland|M|10|I|DT|N|10||6||PB|||6|Masters|No|YesValid|40|zero
95000|USA|M|10|E|DBA|N|3||6||PB|||35|Bachelors (4 years)|No|N|40|zero
110000|USA|M|13|E|E|N|1||6||PB|||57|Bachelors (4 years)|Yes|YesExpired|40|zero
108000|USA|M|7|E|DBA|N|7||0||PB|||43|None (no degree completed)||YesExpired|45|zero
86650|USA|M|7|E|DBA|N|3||0||PB|||15|Bachelors (4 years)|No|N|40|zero
143000|USA|M|20|E|DBA|N|19||1||PB|||300|Bachelors (4 years)|Yes|YesValid|50|two
91000|USA|M|15|E|D|N|15||0||PB|||15|Bachelors (4 years)|Yes|N|40|two
140000|USA|M|20|E|DBA|N|25||6||PB|||80|Associates (2 years)|Yes|YesExpired|50|zero
103000|USA|M|12|E|DBA|N|10||1||PB|||175|Bachelors (4 years)|Yes|YesValid|50|one
107000|USA|M|8|E|DBA|N|6||2||PB|||100|Bachelors (4 years)|Yes|YesExpired|40|zero
85000|USA|M|12|E|D|N|1||0||PB|||8|Bachelors (4 years)|No|N|45|five
74500|New-Zealand|M|11|E|DBA|N|33||0||PB|||105|None (no degree completed)||N|40|zero
72000|USA|M|7|E|D|N|1||2||PB|||30|Bachelors (4 years)|Yes|N|45|five
140000|USA|M|15|I|DA|N|35||0||PB|||6|None (no degree completed)||YesExpired|40|one
86000|USA|M|10|EC|DBA|N|14||5||PB|||1000|Bachelors (4 years)|Yes|N|45|four
76000|Canada|M|2|E|M|Y|1||0||PB|||3|Bachelors (4 years)|No|N|40|zero
104000|USA|M|20|E|DBA|N|32||5||SG|||500|Associates (2 years)|Yes|N|40|zero
95500|Ireland|M|12|E|A|N|2||0||PB|||6|Associates (2 years)|Yes|YesExpired|37|two
136000|USA|M|20|E|M|Y|1||0||PB|||20|Bachelors (4 years)|Yes|YesExpired|50|zero
110000|USA|M|25|E|DBA|N|8||0||PB|||25|Bachelors (4 years)|No|N|45|five
137000|USA|M|8|E|DBA|N|20||1||PB|||10|Bachelors (4 years)|No|YesExpired|40|zero
23500|CzechRepublic|M|6|E|AN|N|10||1||PB|||10|Masters||N|42|zero
69000|Netherlands|M|6|E|DBA|N|16||2||PB|||40|Bachelors (4 years)|No|YesValid|50|zero
92600|USA|O|3|E|DBA|N|3||2||PB|||350|Bachelors (4 years)|Yes|N|40|zero
46000|UK|M|3|E|D|N|2||4||PB|||10|None (no degree completed)||N|40|one
8400|Croatia|M|15|E|DT|N|10||1||PB|||10|Bachelors (4 years)|Yes|N|40|zero
130000|USA|M|17|E|DBA|N|3||2||PB|||300|Bachelors (4 years)|No|YesValid|40|five
115000|USA|M|5|E|M|Y|3||0||PB|||4|Masters|Yes|YesValid|55|zero
105750|USA|M|20|E|DBA|N|27||6||PB|||146|Bachelors (4 years)|No|YesValid|46|one
97000|USA|M|8|E|DBA|N|8||1||PB|||100|None (no degree completed)||YesExpired|50|five
88580|USA|M|4|E|DA|N|4||4||PB|||8|Bachelors (4 years)|No|N|40|zero
116000|USA|M|10|E|DBA|N|10||4||PB|||300|Doctorate/PhD|No|YesValid|50|two
110000|USA|M|15|E|DBA|N|6||0||PB|||7|Masters|Yes|N|40|one
72000|USA|M|3|E|DA|N|3||1||PB|||12|Bachelors (4 years)|Yes|YesValid|40|zero
77200|Canada|M|13|E|E|N|2||1||PB|||7|Masters||YesExpired|40|zero
115000|UK|M|17|I|DBA|N|17||4||LG|||100|None (no degree completed)|No|YesValid|40|zero
142000|USA|M|8|E|DBA|N|8||1||PB|||20|Masters|No|YesExpired|42|zero
145000|USA|M|5|E|E|Y|5||6||PB|||2000|Bachelors (4 years)|Yes|YesValid|68|zero
135000|USA|M|17|E|DBA|N|7||0||PB|||10|None (no degree completed)||YesExpired|40|two
135000|USA||1|E|D|N|15||0||PB|||15|Masters|No|YesExpired|45|four
45000|USA|M|2|E|DBA|N|2||4||PB|||109|None (no degree completed)||N|45|zero
63000|South-Africa|M|20|E|DT|N|12||1||PB|||50|Bachelors (4 years)|Yes|YesExpired|60|five
110000|USA|M|11|E|DBA|N|10||0||PB|||4|Bachelors (4 years)|No|N|40|zero
135000|USA|M|26|I|A|Y|26||0||PB|||100|Masters|Yes|YesExpired|35|five
55000|USA|M|2|E||N|2||0||PB|||82|Associates (2 years)|Yes|N|50|zero
160000|USA|M|23|EC|DT|N|11||6||FG|||20|Bachelors (4 years)|Yes|N|40|zero
100000|USA|M|6|E|DT|Y|4||6||PB|||2|Bachelors (4 years)|Yes|YesExpired|50|two
73000|USA|M|10|E|AN|N|29||2||LG|||3|Bachelors (4 years)|Yes|N|40|zero
77250|USA|M|17|E|DA|N|20||6||PB|||5|None (no degree completed)|No|N|40|zero
73745|USA|M|20|E|DBA|N|23||2||LG|||8|Bachelors (4 years)|Yes|N|40|zero
97000|USA|M|20|E|DBA|Y|12||1||PB|||15|Masters|Yes|N|50|zero
45000|USA|M|10|E|DBA|N|10||1||SG|||25|Masters|Yes|YesValid|40|zero
100000|Jersey|M|12|I|E|N|6||0||PB|||100|None (no degree completed)||YesValid|25|one
76000|USA|M|8|E|DT|N|11||1||PB|||4|Bachelors (4 years)|Yes|N|40|zero
60000|USA|M|12|E|DBA|N|5||0||PB|||15|Bachelors (4 years)|Yes|N|45|zero
94000|USA|M|13|EC|DBA|N|1||2||PB|||175|Bachelors (4 years)|Yes|N|50|zero
300000|Denmark|M|10|I|DBA|N|10||0||FG|||50|Masters|Yes|YesExpired|35|zero
130000|USA|M|16|E|DBA|N|1||0||PB|||22|Masters|No|YesExpired|40|zero
139000|USA|M|23|E|DT|Y|23||0||SG|||6|Bachelors (4 years)|Yes|N|50|zero
125000|USA|M|10|E|DBA|N|1||0||PB|||15|Bachelors (4 years)|No|N|40|one
34000|UK|M|4|E|D|N|4||6||FG|||7|None (no degree completed)||YesValid|40|zero
43000|USA|M|4|E|DA|Y|4||2||PB|||1|Associates (2 years)|No|N|60|two
110000|USA|M|10|E|DBA|Y|8||0||PB|||4|Bachelors (4 years)|Yes|N|45|zero
92000|USA|T|1|E|AN|N|5||4||PB|||2|Bachelors (4 years)|No|N|45|zero
189000|USA|M|6|E|A|N|3||2||PB|||15|Bachelors (4 years)||YesValid|45|two
134000|USA|M|15|E|E|N|2||2||FG|||40|Bachelors (4 years)|Yes|YesValid|30|five
63000|New-Zealand|M|8|E|DBA|N|3||1||LG|||30|None (no degree completed)||N|45|zero
75000|USA|M|17|E|DA|N|15||3||PB|||4|Bachelors (4 years)|Yes|YesExpired|45|zero
29148|Poland|P|1|E|DA|N|3||3||PB|||1|Masters|Yes|N|40|zero
62000|USA|M|1|E|DT|N|1||2||PB|||8|Bachelors (4 years)|Yes|N|45|zero
88000|USA|M|4|E|DBA|Y|2||1||PB|||25|Bachelors (4 years)|No|N|50|zero
88000|Finland|M|12|E|DBA|N|3||1||PB|||60|None (no degree completed)|No|YesExpired|40|two
85000|USA|M|8|E|DT|N|11||1||PB|||100|Bachelors (4 years)|No|N|45|zero
125000|USA|M|6|E|DA|N|6||5||PB|||0|Bachelors (4 years)|Yes|N|40|zero
108000|USA|M|17|E|E|N|17||0||PB|||4|None (no degree completed)||YesExpired|45|zero
87500|USA|M|18|EC|DA|Y|8||4||PB|||25|Associates (2 years)||N|50|zero
120000|USA|M|16|E|DBA|N|15||1||PB|||40|Masters|Yes|YesValid|40|five
131000|USA|M|11|E|DBA|N|2||3||PB|||500|Bachelors (4 years)|No|N|40|one
52898|Canada|M|9|E|DT|N|9||0||SG|||21|Associates (2 years)|Yes|YesValid|40|zero
125000|USA|M|10|E|D|N|19||0||PB|||3|Associates (2 years)|Yes|N|40|one
113000|USA|M|6|E|M|Y|6||0||PB|||40|Bachelors (4 years)|No|N|50|zero
66000|South-Africa|M|10|E|DT|N|10||2||PB|||4|Bachelors (4 years)|No|N|60|zero
115000|USA|M|15|E|A|N|1||0||PB|||800|Bachelors (4 years)|Yes|N|40|two
100000|USA|M|7|E|DT|Y|7||0||PB|||20|None (no degree completed)||N|45|zero
113000|USA|M|11|E|A|N|9||3||PB|||3|Bachelors (4 years)|No|N|40|five
68081|USA|M|9|E|DBA|Y|2||0||SG|||15|Bachelors (4 years)|Yes|N|38|zero
85000|USA|M|7|E|DBA|N|6||1||PB|||50|Masters|Yes|YesValid|45|zero
106000|USA|M|12|E|DBA|N|21||6||PB|||180|Bachelors (4 years)|Yes|N|42|zero
150000|Norway|M|15|EC|D|N|10||2||PB|||20|Masters|Yes|YesValid|50|zero
130000|USA|M|17|E|DBA|N|17||6||PB|||290|Associates (2 years)|Yes|YesExpired|60|two
80751|USA|M|2|E|DBA|N|26||2||PB|||40|Bachelors (4 years)|Yes|N|38|zero
74000|New-Zealand|M|7|E|DT|N|15||3||SG|||3|None (no degree completed)||N|40|zero
130000|USA|M|10|E|DBA|N|10||0||PB|||10|Masters|Yes|N|40|zero
90000|USA|M|15|E|D|N|15||0||PB|||4|Bachelors (4 years)|No|N|45|zero
